composite_id,display_name,sort_order,is_author,is_editor,is_contributor,is_translator,is_organisation,display_norm,last,first,single,original_entry,verification_notes
oesterreich_101_5_13,"Lissmann, Konrad Paul",2,False,True,False,False,False,"lissmann, konrad paul",Lissmann,Konrad Paul,Raab,"MILLENIUM
Essays zu tausend Jahren Österreich. Herausgegeben von Gernot Heiss und Konrad Paul Lissmann. Wien Sonderzahl 1996. 208 S. Mit Abb. OLn.m.OU.","Title 'MILLENIUM' appears to be a misspelling of 'MILLENNIUM' (double L). Corrected in title field. Also, 'Lissmann' is likely 'Liessmann' (Konrad Paul Liessmann, known Austrian philosopher); however, since the entry clearly spells it 'Lissmann' and this could be a cataloging choice or variant, the name has not been corrected — flagged for verification."
oesterreich_102_5_13,"MITIS, Oskar Freiherr von",1,True,False,False,False,False,"mitis, oskar freiherr von",MITIS,Oskar Freiherr von,Raab,"MITIS, Oskar Freiherr von
Jagd und Schützen am Hofe Karls VI. Mit einer Vorrede von Maximilian Graf Thun und Hohenstein Oberstjägermeister Sr. k. u. k. Apostolischen Majestät. Mit zahlr. Illustrationen. Wien Gerlach & Wiedling 1912. VI, 110 S. OPbd. Broschüre: Josef Graf Hardegg: Kaiser Karl VI. als Jagdgast Wien 1908, 12 S. liegt bei.","A separate accompanying pamphlet is noted: Josef Graf Hardegg, 'Kaiser Karl VI. als Jagdgast', Wien 1908, 12 S. This is a physically enclosed item, not a second edition of the main work. It is recorded here in the original entry for completeness but not parsed as a separate record."
oesterreich_105_5_13,"Lenk, Rudolf",1,True,False,False,False,False,"lenk, rudolf",Lenk,Rudolf,Raab,"OBERDONAU DIE HEIMAT DES FÜHRERS
Von Rudolf Lenk. Gesamtentwurf und Bildausstattung von Albrecht Dunzendorfer. Herausgegeben vom Gauamt für Kommunalpolitik Gau Oberdonau. 8 farbige Tafeln und 120 Bildseiten und zwei Kartenskizzen. München Bruckmann 1940. 68 S. OPbd.",
oesterreich_105_5_13,Gauamt für Kommunalpolitik Gau Oberdonau,1,False,True,False,False,False,gauamt für kommunalpolitik gau oberdonau,Oberdonau,Gauamt für Kommunalpolitik Gau,Raab,"OBERDONAU DIE HEIMAT DES FÜHRERS
Von Rudolf Lenk. Gesamtentwurf und Bildausstattung von Albrecht Dunzendorfer. Herausgegeben vom Gauamt für Kommunalpolitik Gau Oberdonau. 8 farbige Tafeln und 120 Bildseiten und zwei Kartenskizzen. München Bruckmann 1940. 68 S. OPbd.",
oesterreich_105_5_13,"Dunzendorfer, Albrecht",1,False,False,True,False,False,"dunzendorfer, albrecht",Dunzendorfer,Albrecht,Raab,"OBERDONAU DIE HEIMAT DES FÜHRERS
Von Rudolf Lenk. Gesamtentwurf und Bildausstattung von Albrecht Dunzendorfer. Herausgegeben vom Gauamt für Kommunalpolitik Gau Oberdonau. 8 farbige Tafeln und 120 Bildseiten und zwei Kartenskizzen. München Bruckmann 1940. 68 S. OPbd.",
oesterreich_109_5_13,"Rudolf, Kronprinz Erzherzog",1,False,True,False,False,False,"rudolf, kronprinz erzherzog",Rudolf,Kronprinz Erzherzog,Raab,"ÖSTERREICH-UNGARISCHE MONARCHIE IN WORT UND BILD
Auf Anregung und unter Mitwirkung Seiner kaiserlichen und königlichen Hoheit des Durchlauchtigsten Kronprinzen Erzherzog Rudolf. Wien K. u. k. Hof- und Staatsdruckerei
(Band 1. Wien und Niederösterreich 1. Abtlg. Wien. VIII, 326 S. Titelblatt fehlt, dieses jedoch in einer schönen HS. nachgeschrieben, sonst in Ordnung)
Band 4. Wien und Niederösterreich. 2. Abtlg. NIEDERÖSTERREICH. 1888. VIII, 360 S.
Band 5. Ungarn Band I. 1888. XII, 528 S.
Band 7. Steiermark. 1890. VIII, 412 S.
Band 8. Kärnten und Krain. 1891. X, 508 S.
Band 9. Ungarn Band II. 1891. XII, 658 S.
Band 10. Das Küstenland (Görz, Gradiska, Triest und Istrien.) 1891. IX, 372 S.
Band 11. Dalmatien. 1892. VII, 352 S.
Band 12. Ungarn (III. Band). 1893. XII, 604 S.
Band 14. Böhmen (I. Abtheilung). 1894. 618 S.
Band 15. Böhmen (II. Abtheilung). 1896. XVIII, 680 S.
Band 16. Ungarn (IV. Band). 1896. IX, 602 S.
Band 21. Ungarn (V. Band). (2. Abtheilung). 1900. IX, 482 S.
Band 23. Ungarn (VI. Band). XII, 598 S.
Original goldgeprägte grüne Leinenbände mit Lesebändchen Zusammen 14 Bände","api_concerned: The complete work comprises 24 volumes (Bände 1–24); only 14 volumes are present in this copy, with several gaps (Bände 2, 3, 6, 13, 17–20, 22, 24 missing). Band 1 has no year stated; Band 23 has no year stated. The entry lists 14 physically owned volumes but the volume numbers are non-consecutive, confirming an incomplete set. problematic_multi_volume: Volume numbers are non-consecutive (1, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 21, 23), indicating a partial set. Band 1 lacks a publication year; Band 23 lacks a publication year. No overall publication year can be assigned to the record as a whole."
oesterreich_111_5_13,"PANHOFER, Peter",1,True,False,False,False,False,"panhofer, peter",PANHOFER,Peter,Raab,"PANHOFER, Peter
Mürzzuschlag Semmeringgebiet Mürztal. Zusammengestellt von …Mit Fotos. Mürzzuschlag Waldheimat-Verlag 1926. 45 S. und 27 S. Werbung. OBrosch.","The entry states 'Zusammengestellt von …' with an ellipsis and no following name, indicating the compiler/author name is missing. PANHOFER, Peter is listed as the heading but the ellipsis after 'Zusammengestellt von' suggests the compiler name was not filled in. Additionally, the entry mentions 27 S. Werbung (advertising pages) beyond the main 45 pages; only the main page count is recorded."
oesterreich_117_5_13,"RAMSHORN, Carl",1,True,False,False,False,False,"ramshorn, carl",RAMSHORN,Carl,Raab,"RAMSHORN, Carl
Kaiser Joseph II. und seine Zeit. Mit 10 Stahlstichen. Leipzig Reclam 1845. 454 S. OLn. Einband verschmutzt und berieben, einige Seiten locker. Textteil und Abbildungen sehr gut erhalten.",
oesterreich_118_5_13,"RAUCHENSTEINER, Mafried",1,True,False,False,False,False,"rauchensteiner, mafried",RAUCHENSTEINER,Mafried,Raab,"RAUCHENSTEINER, Mafried
Der Erste Weltkrieg und das Ende der Habsburgermonarchie 1914-1918. Mit zahlr. Abb. Wien Böhlau 2013. 1222 S. OPbd. Neuwertig.","Author's first name 'Mafried' corrected to 'Manfried': the author is Manfried Rauchensteiner, Austrian military historian, and this is his well-known work on WWI and the Habsburg Monarchy."
oesterreich_124_5_13,"RETLER, Wolfgang",1,True,False,False,False,False,"retler, wolfgang",RETLER,Wolfgang,Raab,"RETLER, Wolfgang
Ein Dorf bei Wien. Mit Texten von … und Photos von Kristian Sotriffer. Wien Edition Tusch 1981. 79 S. OLn. Gr. 4°. 20.-","The entry states 'Mit Texten von …' indicating additional text contributors, but no name follows the ellipsis. The missing person flag is set accordingly."
insel_137_6_27,"Schaarschmidt-Richter, I.",2,False,False,True,False,False,"schaarschmidt-richter, i.",Schaarschmidt-Richter,I.,Raab,"DAS KOPFKISSENBUCH DER DAME SEI SHONAGON
Frankfurt Insel 1975. Mit einem Nachwort von Helmut Bode und einer Nachbemerkung zu den Illustrationen von I. Schaarschmidt-Richter. 115 S. EA.",missing_person: The entry is a translation from Japanese (Makura no Sōshi by Sei Shōnagon) but no translator is named. The translator field is left null.
insel_144_6_27,"Ammann, Jost",1,False,False,True,False,False,"ammann, jost",Ammann,Jost,Raab,"DAS STÄNDEBUCH IB 133
114 Holzschnitte von Jost Ammann mit Reimen von Hans Sachs. Leipzig Insel 1960. 135 S. Neuwertig2. Ex. 1934. EA3. Ex. 1975. Bildeinband4. Ex. 1960. Mit Umschlag 2 Ex.","Multiple editions and copies described: 1st copy (main record) 1960 edition, neuwertig; 2nd copy 1934 edition, EA (Erstausgabe); 3rd copy 1975 edition, Bildeinband; 4th copy 1960 edition, mit Umschlag. The entry also mentions '2 Ex.' at the end which may refer to the last copy count or an additional copy — total appears to be 4 distinct copies across multiple editions. Main record reflects the first-described 1960 edition. The series number IB 133 refers to Insel-Bücherei Nr. 133."
renaissance_51_3_4,"CULIANU, Joan P.",1,True,False,False,False,False,"culianu, joan p.",CULIANU,Joan P.,Raab,"CULIANU, Joan P.
Eros und Magie in der Renaissance. Mit einem Geleitwort von Mircea Eliade. A.d.Französ. Frankfurt Insel 2001. 552 S. Mit 8 Abb. OPbd.m.OU. Neuwertig.",The entry indicates a translation from French ('A.d.Französ.') but no translator name is given. missing_person flag set accordingly.
renaissance_70_3_4,"Zorn, Rudolf",1,False,False,False,True,False,"zorn, rudolf",Zorn,Rudolf,Raab,"MACHIAVELLI, Niccolo
! Discorsi. Gedanken über Politik und Staatsführung. Deutsche Gesamtausgabe. Eingeleitet übersetzt und erläutert von Rudolf Zorn. Stuttgart Kröner 1966. Mit einem Frontispiz. 472 S. OLn.m.OU. Neuwertig.",
renaissance_71_3_4,FRIEDRICH DER GROSSE,1,False,False,True,False,False,friedrich der grosse,GROSSE,FRIEDRICH DER,Raab,"MACHIAVELLI, Niccolo
Der Fürstenspiegel. A.d.Italien. FRIEDRICH DER GROSSE: Der Antimachiavell. A.d.Französ. Jena Diederichs 1912. XII, 198 SS. Mit Titelzeichnung von F. H. Ehmcke. Mit Lesebändchen. OHldr. Sehr gut erhalten.(Mit Verlagsprospekt dieser Zeit).","The entry contains two works bound together: Machiavelli's 'Der Fürstenspiegel' (translated from Italian) and Friedrich der Große's 'Der Antimachiavell' (translated from French). No translator names are given for either work, hence missing_person is set. The main title is treated as Machiavelli's work; Friedrich der Große is listed as contributor for the second included text. api_concerned is set because this is a combined volume of two distinct works by different authors, and the cataloging structure is ambiguous as to whether Friedrich der Große should be treated as a co-author, contributor, or subject of a separate work within the same volume."
briefe_146_6_15,FRIEDRICH DER GROSSE,1,True,False,False,False,False,friedrich der grosse,GROSSE,FRIEDRICH DER,Raab,"FRIEDRICH DER GROSSE
Werke und Schriften. Herausgegeben und übertragen von Albert Ritter. Mit Bildern von Adolf Menzel. Augsburg Bechtermünz 1998. XII, 1118 S. OPbd. m. OU. Reprint aus 1915.",
biographie_212_9_27,FRIEDRICH DER GROSSE,1,True,False,False,False,False,friedrich der grosse,GROSSE,FRIEDRICH DER,Raab,"FRIEDRICH DER GROSSE
Gespräche mit Catt. Verdeutscht und herausgegeben von Willy Schüßler. Vollständige Ausgabe. Mit 2 Bildnissen und 2 Karten. Leipzig Dieterich 1940. 550 S. OLn.m.OU und Lesebändchen. Verlagsfrisch.","The entry states 'Verdeutscht und herausgegeben von Willy Schüßler', indicating Schüßler served as both translator and editor. Friedrich der Große's conversations with Henri de Catt were originally conducted and recorded in French, so the original language is French."
briefe_66_3_15,FRIEDRICH DER GROSSE,2,True,False,False,False,False,friedrich der grosse,GROSSE,FRIEDRICH DER,Raab,"VOLTAIRE – FRIEDRICH DER GROSSE
Aus dem Briefwechsel. Herausgegeben, vorgestellt und übersetzt von Hans Pleschinski. Zürich Haffmans 1992. 578 S. OLn. m. OU. Neuwertig.",
kunstbuecher_293_12_38,"KÜMMEL, Otto",1,True,False,False,False,False,"kümmel, otto",KÜMMEL,Otto,Raab,"KÜMMEL, Otto
Die Kunst Ostasiens. Mit 166 Tafeln und 3 Textabbildungen. Berlin Cassirer 1922. 6.-10. Tsd. OHLn. € '=:-",
kunstbuecher_297_12_38,"de Keyser, Eugenie",5,False,False,True,False,False,"de keyser, eugenie",de Keyser,Eugenie,Raab,"KUNST IDEEN GESCHICHTE
Genf Skira. In zehn Bänden.
1: Frühzeit des abendländischen Christentums 980 – 1140. Von Georges Duby.1967. 214 S.
2: Das Europa der Kathedralen 1140 – 1280. von Georges Duby. 1966. 219 S.
3: Die Grundlegung eines neuen Humanismus.1280 – 1440.. Von George Duby. 1966. 221
4: Der Mythos der Renaissance 1420 – 1520. Von Andre Chastel. 1969. 230 S.
5: Die Krise der Renaissance 1520 – 1600. Von Andre Chastel. 1968. 217 S.
6: Das Europa der Hauptstädte 1600 – 1700. Von Giulio Carlo Argan.. 1964. 222 S.
7: Die Erfindung der Freiheit 1700 – 1789. Von Jean Starobinski 1964. 222 S.
8: Das Abendland der Romantik 1789 – 1850. Von Eugenie de Keyser. 1965. 212 S.
9: Die Struktur der modernen Welt. Von Nello Ponente. 1965. 208 S.
10: Die Gestalt des 20. Jahrhunderts. 1900 – 1945. Von Robert L. Delevoy. 1965. 223 S.
Alle Bände mit zahlreichen montierten Tafeln, gefalteten Bildern und Abbildungen. Originale Kunstledereinbände mit bunten Umschlägen und Klarsichtfolien. Jeder Band in Originalleinenschuber. Kleine Eigneretiketten in jedem Band. Band 1-10 zus.","Volume 3 lists the author as 'George Duby' (missing final 's'), corrected to 'Georges Duby' consistent with all other volumes and the known author. Volume 3 also has a double period after '1440' and is missing the 'S.' after the page count (221); these are minor punctuation issues noted but not affecting data extraction. The entry ends with 'Band 1-10 zus.' indicating all ten volumes are present together as a set."
kunstbuecher_297_12_38,"Ponente, Nello",6,False,False,True,False,False,"ponente, nello",Ponente,Nello,Raab,"KUNST IDEEN GESCHICHTE
Genf Skira. In zehn Bänden.
1: Frühzeit des abendländischen Christentums 980 – 1140. Von Georges Duby.1967. 214 S.
2: Das Europa der Kathedralen 1140 – 1280. von Georges Duby. 1966. 219 S.
3: Die Grundlegung eines neuen Humanismus.1280 – 1440.. Von George Duby. 1966. 221
4: Der Mythos der Renaissance 1420 – 1520. Von Andre Chastel. 1969. 230 S.
5: Die Krise der Renaissance 1520 – 1600. Von Andre Chastel. 1968. 217 S.
6: Das Europa der Hauptstädte 1600 – 1700. Von Giulio Carlo Argan.. 1964. 222 S.
7: Die Erfindung der Freiheit 1700 – 1789. Von Jean Starobinski 1964. 222 S.
8: Das Abendland der Romantik 1789 – 1850. Von Eugenie de Keyser. 1965. 212 S.
9: Die Struktur der modernen Welt. Von Nello Ponente. 1965. 208 S.
10: Die Gestalt des 20. Jahrhunderts. 1900 – 1945. Von Robert L. Delevoy. 1965. 223 S.
Alle Bände mit zahlreichen montierten Tafeln, gefalteten Bildern und Abbildungen. Originale Kunstledereinbände mit bunten Umschlägen und Klarsichtfolien. Jeder Band in Originalleinenschuber. Kleine Eigneretiketten in jedem Band. Band 1-10 zus.","Volume 3 lists the author as 'George Duby' (missing final 's'), corrected to 'Georges Duby' consistent with all other volumes and the known author. Volume 3 also has a double period after '1440' and is missing the 'S.' after the page count (221); these are minor punctuation issues noted but not affecting data extraction. The entry ends with 'Band 1-10 zus.' indicating all ten volumes are present together as a set."
kunstbuecher_297_12_38,"Delevoy, Robert L.",7,False,False,True,False,False,"delevoy, robert l.",Delevoy,Robert L.,Raab,"KUNST IDEEN GESCHICHTE
Genf Skira. In zehn Bänden.
1: Frühzeit des abendländischen Christentums 980 – 1140. Von Georges Duby.1967. 214 S.
2: Das Europa der Kathedralen 1140 – 1280. von Georges Duby. 1966. 219 S.
3: Die Grundlegung eines neuen Humanismus.1280 – 1440.. Von George Duby. 1966. 221
4: Der Mythos der Renaissance 1420 – 1520. Von Andre Chastel. 1969. 230 S.
5: Die Krise der Renaissance 1520 – 1600. Von Andre Chastel. 1968. 217 S.
6: Das Europa der Hauptstädte 1600 – 1700. Von Giulio Carlo Argan.. 1964. 222 S.
7: Die Erfindung der Freiheit 1700 – 1789. Von Jean Starobinski 1964. 222 S.
8: Das Abendland der Romantik 1789 – 1850. Von Eugenie de Keyser. 1965. 212 S.
9: Die Struktur der modernen Welt. Von Nello Ponente. 1965. 208 S.
10: Die Gestalt des 20. Jahrhunderts. 1900 – 1945. Von Robert L. Delevoy. 1965. 223 S.
Alle Bände mit zahlreichen montierten Tafeln, gefalteten Bildern und Abbildungen. Originale Kunstledereinbände mit bunten Umschlägen und Klarsichtfolien. Jeder Band in Originalleinenschuber. Kleine Eigneretiketten in jedem Band. Band 1-10 zus.","Volume 3 lists the author as 'George Duby' (missing final 's'), corrected to 'Georges Duby' consistent with all other volumes and the known author. Volume 3 also has a double period after '1440' and is missing the 'S.' after the page count (221); these are minor punctuation issues noted but not affecting data extraction. The entry ends with 'Band 1-10 zus.' indicating all ten volumes are present together as a set."
kunstbuecher_299_12_38,"Wiespointner, Curt",3,False,False,True,False,False,"wiespointner, curt",Wiespointner,Curt,Raab,"KURT ABSOLON 1925-1958
'Der Zeichner mit der Grasharfe' mit 132 Abbildungen aus dem Gesamtwerk und Textbeiträgen von Otto Breicha, Hans Weigel und Curt Wiespointner. Herausgegeben von Otto Breicha. Graz Akademische Druck- u. Verlagsanstalt 1989. 224 S. OLn.m.OU. Sehr gut erhalten.2. Ex. Obrosch.","The entry describes two copies: the first (main record) is OLn.m.OU (Originalleinen mit Originalumschlag), sehr gut erhalten. The second copy ('2. Ex.') is in OBrosch (Originalbroschur) format. The main record reflects the first-described copy. The second copy's format (OBrosch) is noted here only."
biographie_127_6_27,"Tobisch, Lotte v.",1,False,True,False,False,False,"tobisch, lotte v.",Tobisch,Lotte v.,Raab,"BUSCHBECK, Erhard
Mimus Austriacus. Aus dem nachgelassenen Werk. Herausgegeben von Lotte v. Tobisch. Mit einem Vorwort von Carl Zuckmayer. Salzburg 'Das Berglandbuch' 1962. 302 S. Mit 24 Kunstdruckbildern und 11 Faksimiles. OLn.m.OU",
biographie_132_6_27,"CARRERE d'ENCAUSSE, Helene",1,True,False,False,False,False,"carrere d'encausse, helene",CARRERE d'ENCAUSSE,Helene,Raab,"CARRERE d`ENCAUSSE, Helene
Lenin. A.d.Französ. M. zahlr. Abb. a. Taf. München Piper 2000. 539 S. OPbd.m.OU und Lesebändchen. Neuwertig.",Translator is not named in the entry (translation from French indicated by 'A.d.Französ.' but no translator given). missing_person flag set accordingly.
biographie_133_6_27,"CASTANEDA, Jorge G.",1,True,False,False,False,False,"castaneda, jorge g.",CASTANEDA,Jorge G.,Raab,"CASTANEDA, Jorge G.
Che Guevara. Biographie. Aus dem Englischen und Spanischen von Christiane Barckhausen, Sven Dörper, Ursula Gräfe und Udo Rennert. Mit zahlr. Fotos. Frankfurt Insel 1997. 639 S. OPbd.",
biographie_142_6_27,Bruce Shakespeare,1,True,False,False,False,False,bruce shakespeare,Shakespeare,Bruce,Raab,"CHATWIN, Bruce
Bruce Shakespeare: Bruce Chatwin. Eine Biographie. A. d. Engl. Reinbek Kindler 2000. 827 S. OPbd. m.OU. Mit Widmung auf Schmutzblatt. Lesebändchen. Neuwertig.","missing_person: The translator's name is not given, only the language of origin ('A. d. Engl.'). api_concerned: The author name 'Bruce Shakespeare' is unusual and may be a cataloging error or typo. The known biography of Bruce Chatwin was written by Nicholas Shakespeare (published by Harvill/Cape, 1999/2000). 'Bruce Shakespeare' does not appear to be a known author; the given name 'Bruce' may have been erroneously copied from the subject's name. Human verification recommended."
biographie_148_6_27,"Morais, Fernando",1,True,False,False,False,False,"morais, fernando",Morais,Fernando,Raab,"COELHO, Paul
Fernando Morais: Der Magier. Die Biographie des Paulo Coelho. Zürich Diogenes A. d. Brasilian. 2010. 708 S. Mit 95 Fotos. Lesebändchen. Mängelexemplar. OLn. m. OU. Verlagsfrisch.","The entry indicates a translation from Brazilian Portuguese ('A. d. Brasilian.') but no translator name is given. missing_person flag set accordingly. The header 'COELHO, Paul' refers to the subject of the biography, not the author; the actual author is Fernando Morais."
briefe_100_5_15,"BISMARCK, Otto von",1,True,False,False,False,False,"bismarck, otto von",BISMARCK,Otto von,Raab,"BISMARCK, Otto von
Vom jungen Bismarck. Briefwechsel Otto von Bismarcks mit Gustav Scharlach. Weimar Duncker 1912. 139 S. Mit mehreren Abb. Sowie einem Mitgliederverzeichnis der 'Hannovera'. Einbandzeichnung von Hugo Steiner-Prag. Schöner OHLdbd mit goldverziertem Buchrücken. Sehr gut erhalten.",
briefe_103_5_15,"Klaar, Alfred",1,False,True,False,False,False,"klaar, alfred",Klaar,Alfred,Raab,"BÖRNE, Ludwig
Gesammelte Schriften. Vollständige Ausgabe in sechs Bänden. Nachgelassene Schriften in zwei Bänden. Mit einer biographisch-kritischer Einleitung von Alfred Klaar. Leipzig Hesse 8 Teile in drei Bänden.
1. Band:
Teil 1. Biographie. Erzählungen Reisen Vermischte Schriften. XCV, 400 S.
Teil 2. Schilderungen aus Paris. Aus meinem Tagebuch. Dramatische Blätter. 442 S.
Teil 4. Briefe. Menzel. Fragmente und Französische Aufsätze. 331 S.
2. Band:
Teil 3. Nachträge zu den dramatischen Blättern. Kritiken. 251 S.
Teil 5. Briefe aus Paris. 328 S.
3. Band.:
Teil 6. Briefe aus Paris Fortsetzung. 328 S.
Teil 7. Nachgelassene Schriften I. 160 S.
Teil 8. Nachgelassene Schriften II. u. a. 222 S.
Originalleinenbände. Sehr gut erhalten","The entry describes 8 Teile (parts) distributed across 3 physical Bände (volumes), but the numbering of parts within Band 1 is non-sequential: Teil 1, Teil 2, and Teil 4 are listed under Band 1, while Teil 3 appears under Band 2. Teil 3 (251 S.) precedes Teil 5 in Band 2, suggesting the parts were not bound in strict numerical order. This irregular distribution cannot be resolved without physical inspection of the volumes. No publication year is given. The subtitle states 'sechs Bänden' for the main work and 'zwei Bänden' for the Nachgelassene Schriften, but the physical binding is in three volumes containing eight parts — this structural discrepancy is noted."
briefe_117_5_15,"CASANOVA, Giacomo Chevalier de Seingalt",1,True,False,False,False,False,"casanova, giacomo chevalier de seingalt",CASANOVA,Giacomo Chevalier de Seingalt,Raab,"CASANOVA, Giacomo Chevalier de Seingalt
GESCHICHTE MEINES LEBENS. Mit einem Essay von Peter Quennell. Herausgegeben und eingeleitet von Erich Loos. Erstmals nach der Urfassung ins Deutsche übersetzt von Heinz Sauter.
Band I bis III. 403, 357, 392 S.
Band IV bis VI. 390, 348, 340 S.
Band VII bis IX. Mit einem Essay von Friedrich Georg Jünger. 389, 337, 472 S.
Band X bis XII. 416, 409, 411 S.
EDUARD UND ELISABETH oder die Reise in das Innere unseres Erdballs. Roman.
Band 1 bis III. 428, 386, 376 S.
VERMISCHTE SCHRIFTEN. GESAMMELTE BRIEFE
Ausgewählt, eingeleitet und mit Anmerkungen versehen von Enrico Straub. Nach den französischen, italienischen und lateinischen Originalhandschriften oder Erstausgaben neu übersetzt von Heinz von Sauter und Enrico Straub. 569, 414, 581 S.
DIE BILDER AUS
Geschichte meines Lebens. Vermischte Schriften. Gesammelte Briefe. 307 S.
In 7 Bänden. Frankfurt Zweitausendeins 1980. Lizenzausgabe vom Propyläenverlag. Originalleinenbände mit Lesebändchen. Alle neuwertig.","The entry describes a complex multi-volume set published in 7 physical volumes (Bände), but the internal structure groups multiple sub-volumes together (e.g., Band I–III of 'Geschichte meines Lebens' in one physical volume). The mapping of the 12 sub-volumes of 'Geschichte meines Lebens' plus 'Eduard und Elisabeth' (3 sub-volumes), 'Vermischte Schriften/Gesammelte Briefe' (3 sub-volumes), and the picture volume (1 volume) to exactly 7 physical volumes is ambiguous and cannot be cleanly resolved. The translator is named 'Heinz Sauter' in one place and 'Heinz von Sauter' in another; 'Heinz von Sauter' has been used as the canonical form since it appears in the more detailed credit. The entry also covers multiple distinct works by Casanova (Geschichte meines Lebens, Eduard und Elisabeth, Vermischte Schriften, Gesammelte Briefe, and a picture volume), making the main title assignment to 'Geschichte meines Lebens' a simplification. Human verification recommended."
briefe_117_5_15,"Loos, Erich",1,False,True,False,False,False,"loos, erich",Loos,Erich,Raab,"CASANOVA, Giacomo Chevalier de Seingalt
GESCHICHTE MEINES LEBENS. Mit einem Essay von Peter Quennell. Herausgegeben und eingeleitet von Erich Loos. Erstmals nach der Urfassung ins Deutsche übersetzt von Heinz Sauter.
Band I bis III. 403, 357, 392 S.
Band IV bis VI. 390, 348, 340 S.
Band VII bis IX. Mit einem Essay von Friedrich Georg Jünger. 389, 337, 472 S.
Band X bis XII. 416, 409, 411 S.
EDUARD UND ELISABETH oder die Reise in das Innere unseres Erdballs. Roman.
Band 1 bis III. 428, 386, 376 S.
VERMISCHTE SCHRIFTEN. GESAMMELTE BRIEFE
Ausgewählt, eingeleitet und mit Anmerkungen versehen von Enrico Straub. Nach den französischen, italienischen und lateinischen Originalhandschriften oder Erstausgaben neu übersetzt von Heinz von Sauter und Enrico Straub. 569, 414, 581 S.
DIE BILDER AUS
Geschichte meines Lebens. Vermischte Schriften. Gesammelte Briefe. 307 S.
In 7 Bänden. Frankfurt Zweitausendeins 1980. Lizenzausgabe vom Propyläenverlag. Originalleinenbände mit Lesebändchen. Alle neuwertig.","The entry describes a complex multi-volume set published in 7 physical volumes (Bände), but the internal structure groups multiple sub-volumes together (e.g., Band I–III of 'Geschichte meines Lebens' in one physical volume). The mapping of the 12 sub-volumes of 'Geschichte meines Lebens' plus 'Eduard und Elisabeth' (3 sub-volumes), 'Vermischte Schriften/Gesammelte Briefe' (3 sub-volumes), and the picture volume (1 volume) to exactly 7 physical volumes is ambiguous and cannot be cleanly resolved. The translator is named 'Heinz Sauter' in one place and 'Heinz von Sauter' in another; 'Heinz von Sauter' has been used as the canonical form since it appears in the more detailed credit. The entry also covers multiple distinct works by Casanova (Geschichte meines Lebens, Eduard und Elisabeth, Vermischte Schriften, Gesammelte Briefe, and a picture volume), making the main title assignment to 'Geschichte meines Lebens' a simplification. Human verification recommended."
briefe_117_5_15,"Quennell, Peter",1,False,False,True,False,False,"quennell, peter",Quennell,Peter,Raab,"CASANOVA, Giacomo Chevalier de Seingalt
GESCHICHTE MEINES LEBENS. Mit einem Essay von Peter Quennell. Herausgegeben und eingeleitet von Erich Loos. Erstmals nach der Urfassung ins Deutsche übersetzt von Heinz Sauter.
Band I bis III. 403, 357, 392 S.
Band IV bis VI. 390, 348, 340 S.
Band VII bis IX. Mit einem Essay von Friedrich Georg Jünger. 389, 337, 472 S.
Band X bis XII. 416, 409, 411 S.
EDUARD UND ELISABETH oder die Reise in das Innere unseres Erdballs. Roman.
Band 1 bis III. 428, 386, 376 S.
VERMISCHTE SCHRIFTEN. GESAMMELTE BRIEFE
Ausgewählt, eingeleitet und mit Anmerkungen versehen von Enrico Straub. Nach den französischen, italienischen und lateinischen Originalhandschriften oder Erstausgaben neu übersetzt von Heinz von Sauter und Enrico Straub. 569, 414, 581 S.
DIE BILDER AUS
Geschichte meines Lebens. Vermischte Schriften. Gesammelte Briefe. 307 S.
In 7 Bänden. Frankfurt Zweitausendeins 1980. Lizenzausgabe vom Propyläenverlag. Originalleinenbände mit Lesebändchen. Alle neuwertig.","The entry describes a complex multi-volume set published in 7 physical volumes (Bände), but the internal structure groups multiple sub-volumes together (e.g., Band I–III of 'Geschichte meines Lebens' in one physical volume). The mapping of the 12 sub-volumes of 'Geschichte meines Lebens' plus 'Eduard und Elisabeth' (3 sub-volumes), 'Vermischte Schriften/Gesammelte Briefe' (3 sub-volumes), and the picture volume (1 volume) to exactly 7 physical volumes is ambiguous and cannot be cleanly resolved. The translator is named 'Heinz Sauter' in one place and 'Heinz von Sauter' in another; 'Heinz von Sauter' has been used as the canonical form since it appears in the more detailed credit. The entry also covers multiple distinct works by Casanova (Geschichte meines Lebens, Eduard und Elisabeth, Vermischte Schriften, Gesammelte Briefe, and a picture volume), making the main title assignment to 'Geschichte meines Lebens' a simplification. Human verification recommended."
