book_id,composite_id,original_entry,parsing_confidence,needs_review,verification_notes,topic_changed,price_changed,batch_id,created_at
1441,suchliste_30_2_3,"LEIRIS, Michel. Phantom Afrika. Erster Teil. Ethnologische Schriften Band 3 und 4. Suhrkamp stw 576, 577 vorhanden.",medium,f,"",f,f,,2026-01-26 19:56:38.614712
940,griechenland_168_7_10,"PETRA. Und das Königreich der Nabatäer. Lebensraum, Geschichte und Kultur eines arabischen Volkes der Antike. Herausgegeben von Manfred Lindner. 5.neubearbeitete Auflage. München Delp Verlag 1970. 336 S. Mit vielen Abb. OLn.m.OU. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
941,griechenland_169_7_10,"PFEILSCHIFTER, Rene. Die Spätantike. Der eine Gott und die vielen Herrscher. Mit 6 Abbildungen und 8 Karten. 2. durchgesehene und aktualisierte Auflage. München Beck 2017. 304 S. OKart.",high,f,,f,f,,2026-01-26 19:56:38.614712
942,griechenland_177_8_10,"POESCHEL, Hans. Die griechische Sprache. Geschichte und Einführung. München Heimeran 1961. 373 S. OLn.m.OU. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
943,griechenland_178_8_10,"POUQUEVILLE, F.C,H,L. Gemälde von Griechenland. Mit 112 Stahlstichtafeln. Frankfurt Schmerber 1837. 727 S. OHLdr. Titelblatt fehlt, Einband stark benutzt. Text und Bildmaterial vollständig und gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
944,griechenland_180_8_10,"RADT, Wolfgang. Pergamon. Geschichte und Bauten einer antiken Metropole. Mit Fotos von Elisabeth Steiner. Darmstadt WBG 1999. 376 S. OLn. m OU. Gr.-4°. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
945,griechenland_181_8_10,"RAMLER, C.W.. Kurzgefasste Mythologie oder Lehre von den fabelhaften Göttern, Halbgöttern und Helden des Alterthums. Zwei Theile Neueste verbesserte Ausgabe mit 16 Kupfern. Wien Sammer 1840. Mit einem Titelkupfer und 15 ganzseitigen Kupfern. Originalpappband, Rücken bruchstückhaft erhalten, Buchblock und Abbildungen jedoch tadellos erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
946,griechenland_183_8_10,"RIEHL, Hans. Die Völkerwanderung. Der längste Marsch der Weltgeschichte. Verlag Ludwig 1976. Mit Abb. OPbd.m.OU",high,f,,f,f,,2026-01-26 19:56:38.614712
947,griechenland_185_8_10,"ROMM, James. Seneca und der Tyrann. Die Kunst des Mordens an Neros Hof. A.d. Engl. München Beck. 2018. 307 S. Mit 24 Abbildungen und 2 Karten. OPbd.m.OU. Verlagsfrisch.",high,f,,f,f,,2026-01-26 19:56:38.614712
948,griechenland_186_8_10,"ROSTOVTZEFF, Michael. Geschichte der Alten Welt. Wiesbaden Dieterich 1941. Sammlung Dieterich. In zwei Bänden. 1. Der Orient und Griechenland. Mit 21 Abbildungen und 3 Karten. A.d.Engl. XI, 500 SS.. 2. Rom. Mit 21 Abbildungen und 2 Karten 502 S.. Originalleinenbände. Neuwertige Erhaltung.",high,f,"Author name appears to be Rostovtzeff (Russian historian), which matches the subject matter of ancient world history",f,f,,2026-01-26 19:56:38.614712
949,griechenland_188_8_10,"ROZANSKIJ, Ivan D. . Geschichte der antiken Wissenschaft. A.d.Russ. München Piper 1984. Mit Abb. im Text. 213 S. Serie Piper TB",high,f,,f,f,,2026-01-26 19:56:38.614712
950,griechenland_190_8_10,"SCHACHERMEYR, Fritz. Alexander in Babylon und die Reichsordnung nach seinem Tode. Wien Böhlaus 1970. 224 S. Mit Abb. im Text und 6 Tafeln. OKart.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
951,griechenland_193_8_10,"SCHEFFER, Thassilo von . Hellenische Mysterien und Orakel. Stuttgart Spemann 1940. 183 S. 7. – 10. Tausend, OHln.m.OU. Gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
952,griechenland_192_8_10,"SCHEFFER, Thassilo von. Die Schönheit Homers. Berlin Propyläen-Verlag 1920. XV, 236 SS. Mit einem Titelbild Homers und 28 Abb. a. Taf. Einband und Satzanordnung von Hugo Steiner-Prag. OHPgt. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
953,griechenland_198_8_10,"SCHNEIDER, Carl. Die antiken Mysterien in ihrer Einheit und Vielfalt. Wesen und Wirkung der Einweihung. Hamburg Bauhütten Verlag 1979. 87 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
954,griechenland_199_8_10,"SCHROTT, Raoul. Homers Heimat. Der Kampf um Troia und seine realen Hintergründe. München Hanser 2008. Mit zahlr. Abb. OPbd.m.OU. Neuwertig",high,f,,f,t,,2026-01-26 19:56:38.614712
955,griechenland_202_9_10,"SCHWEITZER, Bernhard. Die geometrische Kunst Griechenlands. Frühe Formenwelt im Zeitalter Homers. Mit 239 Albb. a. Taf. und Abb. im Text. Köln DuMont 1969. 366 S. OLn. m. OU. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
956,griechenland_203_9_10,"SCHWENCK, Konrad. Mythologie der Griechen, Römer, Ägypter, Semiten, Perser, Germanen und Slavon. In Sieben Bänden und einem General-Register. Frankfurt/Main Sauerländer.. Band. Die Mythologie der Griechen. Zweite Ausgabe. Mit zwölf lithographierten Tafeln.1855. VIII, 614 SS.. Band. Die Mythologie der Römer für Gebildete und die studierende Jugend. 1845. 495 S.. Band. Die Mythologie der Ägypter für die Gebildeten und die studierende Jugend. Mit 13 lithographierten Tafeln. 1846. 300 S.. Band. Die Mythologie der Semiten ür Gebildete und die studierende Jugend. 1849. 364 S. . Band. Die Mythologie der Perser für Gebildete und die studierende Jugend. 1850. 403 S. . Band. Die Mythologie der Germanen. Zweite Ausgabe. 1855. 367 S.. Band. Die Mythologie der Slawen für Gebildete und die studierende Jugend. 1853. 482 S. Anschließend: Generalregister. 1855. 98 S. . Vollständige Ausgabe in 7 Bänden und Register, gebunden in 4 Halbleinenbänden der Zeit. Die Einbände unansehnlich, Inhalt jedoch sehr interessant.",medium,f,,f,t,,2026-01-26 19:56:38.614712
957,griechenland_213_9_10,"SORENSEN, Villy. Apolls Aufruhr. Die Geschichte der Unsterblichen. A.d.Dän. München Beck 1991. OLn.m.OU. Neu",high,f,"Author name appears to be Villy Sørensen (Danish author), likely missing diacritic in surname",f,f,,2026-01-26 19:56:38.614712
958,griechenland_214_9_10,"STOLL, H. W.. Die Götter und Heroen des klassischen Altertums. Populäre Mythologie der Griechen und Römer. Erster Band: Die Götter. Mit 22 Abbildungen. XII, 308 S. Zweiter Band: Die Heroen. Mit 20 Abbildungen. 262 S. Siebente Auflage. Leipzig Teubner 1885. 2 in einem Band. Goldgeprägter Leinenband.",high,f,,f,f,,2026-01-26 19:56:38.614712
959,griechenland_215_9_10,"STOLL, H.W.. Bilder aus dem altgriechischen Leben. 2. Auflage Mit Abbildungen. Leipzig Teubner 1875. VIII, 560 SS. Reprint 1983. OLn.m.OU. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
960,griechenland_216_9_10,"STOLL, Heinrich Wilhelm. Handbuch der Religion und Mythologie der Griechen und Römer. Wiesbaden Fourierverlag 2002. 343 S. Unveränderter Nachdruck der Ausgabe 1896. OPbd. mit zahlr. Abb.",high,f,,f,f,,2026-01-26 19:56:38.614712
961,griechenland_218_9_10,"STRÜMPELL, Ludwig. Die Geschichte der theoretischen Philosophie der Griechen. Zur Übersicht, Repetition und Orientierung bei eigenen Studien. Leipzig Voss 1854. XII, 424 S. Mit Bibliotheksstempel. Sehr gut erhalten. OHLn.",high,f,,f,f,,2026-01-26 19:56:38.614712
962,griechenland_220_9_10,"TORELLI, Mario. Die Etrusker. Geschichte, Kultur, Gesellschaft. Wiesbaden Fourier 1988. 332 S. Mit 48 vierfarbigen und 82 Schwarzweiß Abbildungen. OPb.m.OU.",high,f,,f,t,,2026-01-26 19:56:38.614712
963,griechenland_222_9_10,"UEHLI, Ernst. Die Mosaiken von Ravenna. Mit fünfundvierzig Abbildungen. Dritte Auflage. Basel Benno Schwabe 1954. 83 S. und 45 Abb. auf 30 Tafeln. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
964,griechenland_223_9_10,"UEHLI, Ernst. Atlantis und das Rätsel der Eiszeitkunst. 2. Aufl. mit 97 Abbildungen. Stuttgart Julius Hoffmann 1957. 262 S. OLn.m.OU. Sehr gut erhalten",high,f,,f,f,,2026-01-26 19:56:38.614712
965,griechenland_226_10_10,"VERNANT, Jean-Pierre. Der Mensch der griechischen Antike. Frankfurt Magnus-Verlag 2004 (Lizenz Campus-Verlag). 349 S. OLn.m.OU. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
966,griechenland_228_10_10,"VERNANT, Jean-Pierre. Mythos und Gesellschaft im alten Griechenland. A.d.Französ. Frankfurt Suhrkamp 1987. 258 S.es 1381, NF 381.",high,f,,f,f,,2026-01-26 19:56:38.614712
967,griechenland_227_10_10,"VERNANT, Jean-Pierre. Griechische Mythen. Neu erzählt. Köln DuMont 2.veränderte Auflage 2004. OPbd.m.OU und Lesebädchen.",high,f,,f,f,,2026-01-26 19:56:38.614712
968,griechenland_232_10_10,"VEYNE, Paul. Die Kunst der Spätantike. Geschichte eines Stilwandels. A.d.Französ. Stuttgart Reclam 2009. 213 S. Mit Abb. OPbd.m.OU Verlagsfrisch",high,f,,f,t,,2026-01-26 19:56:38.614712
969,griechenland_229_10_10,"VEYNE, Paul. Glaubten die Griechen an ihre Mythen? Ein Versuch über die konstitutive Einbildungskraft. A.d.Französ. Frankfurt Suhrkamp 1987. 186 S. Edition Suhrkamp TB",high,f,,f,f,,2026-01-26 19:56:38.614712
970,griechenland_233_10_10,"WEBSTER, T.B.L.. Von Mykene bis Homer. Anfänge griechischer Literatur und Kunst im Licht von Linear B. München Oldenbourg Verlag 1960. Mit 43 Abb. auf 24 Tafeln. 403 S. OLn.m.OU. Umschlag am Rücken beschädigt, sonst neuwertiges Exemplar.",high,f,,f,t,,2026-01-26 19:56:38.614712
971,griechenland_234_10_10,"WEEBER, Karl-Wilhelm. Nachtleben im alten Rom. 3. Aufl. Darmstadt WBG 2011. 168 S. M.31 Abb. OPbd. Neu.",high,f,,f,f,,2026-01-26 19:56:38.614712
972,griechenland_240_10_10,"WIESNER, Joseph. Die Thraker. Studien zu einem versunkenen Volk des Balkanraumes. Stuttgart Kohlhammer 1963. Mit Abb. auf 12 Taf. 256 S. Urban Bücher.",high,f,,f,f,,2026-01-26 19:56:38.614712
973,griechenland_242_10_10,"WOLFRAM, Herwig. Die Goten. Von den Anfängen bis zur Mitte des sechsten Jahrhunderts. Entwurf einer historischen Ethnographie. Mit 9 Karten und 2 Stammtafeln im Anhang. Dritte, neubearbeitete Auflage. München Beck 1990. 596 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
974,griechenland_243_10_10,"WOLFRAM, Herwig. Die Germanen. Originalausgabe. München Beck 2009. 127 S. 9.überarbeitete Aufl. bsr 2004",medium,f,Entry contains conflicting years (2009 and 2004) which may indicate cataloging error or reprint information,f,f,,2026-01-26 19:56:38.614712
975,griechenland_244_10_10,"WOOD, Michael. Auf den Spuren Alexanders des Großen. Eine Reise von Griechenland nach Asien. A. d. Engl. Stuttgart Reclam 2014. 330. S. 3. durchgesehene Aufl. Mit zahlr. Abb. TB.",high,f,,f,f,,2026-01-26 19:56:38.614712
976,griechenland_0_1_10,ALEXANDER . Hans-Joachim Gehrke: Alexander der Grosse. Mit einer Karte. München Beck 1996 .110 S. BSR 2043,high,f,,f,f,,2026-01-26 19:56:38.614712
977,griechenland_3_1_10,"BALTRUSCH, Ernst. Sparta. Geschichte Gesellschaft Kultur Originalausgabe. Mit 2 Karten. 3. Aufl, München Beck 2007. 127 S. bsr 2083",high,f,,f,f,,2026-01-26 19:56:38.614712
978,griechenland_5_1_10,"BENGTSON, Hermann. Die Olympischen Spiele in der Antike. Zürich Artemis 1971. 109 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
979,griechenland_12_1_10,"BIDEZ, Joseph. Julian der Abtrünnige. München Callwey 1940. 435 S. Deutsche Erstausgabe. Mit Abb. Bibliotheksstempel. OLn.",high,f,,f,t,,2026-01-26 19:56:38.614712
980,griechenland_13_1_10,"BIDEZ, Joseph. Kaiser Julian. Der Untergang der heidnischen Welt. Hamburg Rowohlt 1956. 243 S. A.d.Französ. RDE.",high,f,,f,f,,2026-01-26 19:56:38.614712
981,griechenland_14_1_10,"BLECKMANN, Bruno. Der Peloponnesische Krieg. Originalausgabe. Mit 11 Abb. und Karten. München Beck 2007. 120 S. BSR 2391",high,f,,f,f,,2026-01-26 19:56:38.614712
982,griechenland_16_1_10,"BREITENBACH, Hermann. Platon und Dion. Skizze eines ideal-politischen Reformversuches im Altertum. Zürich Artemis 1960. 100 S. OBrosch. 2. Ex",high,f,,f,f,,2026-01-26 19:56:38.614712
983,griechenland_19_1_10,"BRIDGE, Anthony. Theodora. Aufstieg und Herrschaft einer byzantinischen Kaiserin. München Diederichs 1999. 234 S. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
984,griechenland_20_1_10,"BRINGMANN, Klaus. Römische Geschichte. Von den Anfängen bis zur Spätantike. Originalausgabe. Mit 4 Karten. 4. durchges. Aufl. München Beck 1998. 122 S. BSR 2012",high,f,,f,f,,2026-01-26 19:56:38.614712
985,griechenland_22_1_10,"BROWN, Peter. Die letzten Heiden Eine kleine Geschichte der Spätantike Vorwort von Paul Veyne. A.d. Engl. Frankfurt Fischer 1995. 153 S. Fischer TB Geschichte.",high,f,,f,f,,2026-01-26 19:56:38.614712
986,griechenland_24_1_10,"BROWN, Peter. Die Keuschheit der Engel. Sexuelle Entsagung, Askese und Körperlichkeit am Anfang des Christentums. A.d.Engl. München Hanser 1991. 605 S. OPbd.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
987,griechenland_27_2_10,"BURGER, Franz. Antike Mysterien. München Heimeran 1926. 32 S. Zweite Aufl. (Erstes Heft der Tusculum Schriften). OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
988,griechenland_28_2_10,"BURKERT, Walter. Kulte des Altertums. Biologische Grundlagen der Religion. München Beck 1989. 279 S. OLn.m.OU",high,f,,f,f,,2026-01-26 19:56:38.614712
989,griechenland_32_2_10,CAESAR. Martin Jehne: Caesar. Originalausgabe. 3. Aufl. Mit 4 Abb. München Beck 2004. 126 S. BSR 2044. 2.Ex.,high,f,,f,f,,2026-01-26 19:56:38.614712
990,griechenland_33_2_10,CALIGULA. Aloys Winterling: Caligula. Eine Biographie. Mit 6 Abb. und einem Stammbaum München Beck 2012. 207 S. bsr 6035.,high,f,,f,f,,2026-01-26 19:56:38.614712
991,griechenland_34_2_10,"CALLIES, Horst. Rom von der klassischen Republik bis zum Beginn der Völkerwanderung. Stuttgart Klett-Cotta 1981. 217 S. Studienbuch Geschichte",high,f,,f,f,,2026-01-26 19:56:38.614712
992,griechenland_39_2_10,"CHANIOTIS, Angelos. Das antike Kreta. Originalausgabe. Mit 2 Karten und 15 Abb. im Text. München Beck 2004. 128 S. Bsr 2350.",high,f,,f,f,,2026-01-26 19:56:38.614712
993,griechenland_41_2_10,CICERO. Wilfried Stroh: Cicero. Redner. Staatsmann. Philosoph. 2. durchges. Aufl. München Beck 2010. 128 S. bsr 2440,high,f,,f,f,,2026-01-26 19:56:38.614712
994,griechenland_42_2_10,"CLAUDIUS. Robert Ranke Graves: Ich, Claudius, Kaiser und Gott. 4. Aufl. München DTV 1977. 362 S.",high,f,,f,f,,2026-01-26 19:56:38.614712
995,griechenland_43_2_10,"CLAUS, Manfred. Mithras. Kult und Mysterien. München Beck 1990. 215 S. Mit vielen Abb. OPb.m.OU Sehr gut erhalten",high,f,,f,t,,2026-01-26 19:56:38.614712
996,griechenland_45_2_10,"CLAUSS, Manfred. Kleopatra. München Beck 2002. 126 S. Mit 9 Abb. im Text. 3. durchgesehene Auflage. Beck´sche Reihe",high,f,,f,f,,2026-01-26 19:56:38.614712
997,griechenland_47_2_10,"COBET, Justus. Heinrich Schliemann. Archäologe und Abenteurer. München Beck 2007. 127 S. 2. aktualisierte Auflage. Beck´sche Reihe",high,f,,f,f,,2026-01-26 19:56:38.614712
998,griechenland_53_3_10,"DEMANDT, Alexander. Alexander der Grosse. Leben und Legende. München Beck 2009. XIII, 655 SS. Mit 16 Farbtafeln, 50 Schwarzweißabbildungen, 3 Karten und 5 Stammtafeln. Jubiläumsedition 2013. OPbd. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
999,griechenland_61_3_10,"DREHER, Martin. Das antike Sizilien. Originalausgabe. Mit 22 Abb. und Karten. München Beck 2008. 128 S. bsr 2437",high,f,,f,f,,2026-01-26 19:56:38.614712
1000,griechenland_62_3_10,"DROYSEN, Johann Gustav. Alexander der Große. Mit einem Nachwort von Angelos Cahniotis. Frankfurt Insel 2004. 739 S. Insel Taschenbuch.",high,f,,f,f,,2026-01-26 19:56:38.614712
1001,griechenland_64_3_10,"ECK, Werner. Augustus und seine Zeit. München Beck 2003. 127 S. 3. überarbeitete Aufl. Mit Abb. Beck´sche Reihe",high,f,,f,f,,2026-01-26 19:56:38.614712
1002,griechenland_69_3_10,"FEILER, Leopold. Mysterion. Gedanken vor den dionysischen Fresken der Mysterienvilla in Pompeji. Wien Rohrer 1946. 83 S. und 9 mehrfach gefalteten Tafeln. OBrosch.",high,f,,f,t,,2026-01-26 19:56:38.614712
1003,griechenland_70_3_10,"FELLECH, Christine. Die Odyssee-eine antike Weltumseglung. Berlin Reimer 1983. 311 S. OPbd.",high,f,Author name FELLECH appears unusual - may be a variant spelling or transcription error,f,f,,2026-01-26 19:56:38.614712
1004,griechenland_76_4_10,"FÖGEN, Marie Theres. Die Enteignung der Wahrsager. Studien zum Kaiserlichen Wissensmonopol in der Spätantike. Frankfurt Suhrkamp 1997. 370 S. Suhrkamp TB Wissenschaft.",high,f,,f,f,,2026-01-26 19:56:38.614712
1005,griechenland_80_4_10,"FUHRMANN, Manfred. Cicero und die römische Republik. Eine Biographie. München Artemis 1989. 342 S. OLn.m.OU. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
1006,griechenland_81_4_10,"GEHRKE, Hans-Joachim. Alexander der Grosse. München Beck 1996. 112 S. M.1 Karte. Beck´sche Reihe",high,f,,f,f,,2026-01-26 19:56:38.614712
1007,griechenland_84_4_10,"GIEBEL, Marion. Kaiser Julian Apostata. Die Wiederkehr der alten Götter. Düsseldorf Artemis 2002. 219 S. Mit zahlr. Abb. Anstreichungen. Sehr gut erhalten OPbd.m.OU.",high,f,,f,t,,2026-01-26 19:56:38.614712
1008,griechenland_88_4_10,"GRANT, Michael. Mythen der Griechen und Römer. Köln Parkland 2004. 642 S. M. zahlr. Abb. OPb. Neu.",high,f,,f,f,,2026-01-26 19:56:38.614712
1009,griechenland_95_4_10,"GREGOROVIUS, Ferdinand. Glanz und Untergang Roms. Gemälde der römisch-hellenistischen Welt zur Zeit des Kaisers Hadrian. Berlin Aretz 1932. Mit acht Bildtafeln. 352 S. OLn.",high,f,,f,f,,2026-01-26 19:56:38.614712
1010,griechenland_96_4_10,GRIECHISCHE UND RÖMISCHE Literatur. Herausgegeben von Oliver Schütze. 120 Porträts. Stuttgart Metzler.2006. 280 doppelspaltige Seiten. OPbd. Metzler kompakt.,high,f,,f,f,,2026-01-26 19:56:38.614712
1011,griechenland_98_4_10,"GRIMAL, Pierre. Vergil. Biographie. Zürich Artemis. A.d.Französ. 1987. 254 S. OPb.m.OU. Sehr gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
1012,griechenland_101_5_10,"HERODES ATTICUS. Hermann Lemp: Herodes A., Bauherr und Mäzen der Antike. München DTV 1980. 238 S.",high,f,,f,f,,2026-01-26 19:56:38.614712
1013,griechenland_102_5_10,HERODOT. Linda-Marie Günther: Herodot. Tübingen Francke 2012. 127 S. Mit Abb. UTB,high,f,,f,f,,2026-01-26 19:56:38.614712
1014,griechenland_104_5_10,"HOCKE, Gustav Rene. Magna Graecia. Wanderungen durch das griechische Unteritalien. Mit 16 Bildtafeln und einer Karte von Unteritalien. Herrenalb/Schwarzwald Erdmann Verlag 1960. 229 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
1015,griechenland_107_5_10,"HÖLSCHER, Tonio. Die griechische Kunst. Originalausgabe. Mit 84 Abb., davon 11 in Farbe. München Beck 2007. 126 S. bsr 2551",high,f,,f,f,,2026-01-26 19:56:38.614712
1016,griechenland_108_5_10,"HOLZBERG, Niklas. Ovid. Dichter und Werk Zweite Auflage. München Beck 1998. 218 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
1017,griechenland_109_5_10,"HOLZBERG, Niklas. Ovids Metamorphosen. München Beck 2007. 128 S. Beck`sche Reihe",high,f,,f,f,,2026-01-26 19:56:38.614712
1018,griechenland_110_5_10,"HOLZBERG, Niklas. Aristophanes. Sex und Spott und Politik. München Beck 2010. 240 S. OLn.m.OU. Verlagsfrisch",high,f,,f,f,,2026-01-26 19:56:38.614712
1019,griechenland_111_5_10,"HOLZBERG, Niklas. Vergil. Der Dichter und sein Werk. München Beck 2006. 228 S. OLn.m.OU- Sehr gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
1020,griechenland_112_5_10,"HOLZBERG, Niklas. Horaz. Dichter und Werk. München Beck 2009. 240 S. OLn.m.OU. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
1021,griechenland_113_5_10,"HOLZBERG, Niklas. Catull. Der Dichter und sein erotisches Werk. München Beck 2003. 228 S. Dritte Auflage. OLn.m.OU. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
1022,griechenland_117_5_10,"HOSE, Martin. Euripides. Der Dichter der Leidenschaften. München Beck 2008. 256 S. OPbd.m.OU Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
1023,griechenland_119_5_10,"HOSSENFELDER, Malte. Anitke Glückslehren. Kynismus und Kyrenaismus, Stoa, Epikureismus und Skepsis. Quellen in deutscher Übersetzung mit Einführungen. Stuttgart Kröner 1996. XXXIV, 390 S. OLn. m. OU.",high,f,Title contains typo: 'Anitke' should be 'Antike',f,f,,2026-01-26 19:56:38.614712
1024,griechenland_123_5_10,"JEHNE, Martin. Caesar. München Beck 2004. 126 S. 3. Auflage. Beck´sche Reihe",high,f,,f,f,,2026-01-26 19:56:38.614712
1025,griechenland_125_6_10,"KANTA, Katerina G.. Eleusis. Mythos, Mysterien, Geschichte und das Museum. Athen 1979. 159 S. Mit 53 Abb. OBrosch. Von der Autorin signiert.",high,f,,f,f,,2026-01-26 19:56:38.614712
1026,griechenland_126_6_10,"KASCHNITZ VON WEINBERG, Guido. Das Schöpferische in der römischen Kunst. Römische Kunst I. Mit Abb. Reinbek Rowohlt 1961. 142 S. RDE 134. TB.",high,f,,f,f,,2026-01-26 19:56:38.614712
1027,griechenland_139_6_10,"KERENYI, Karl. Die Mythologie der Griechen. Die Götter- und Menschheitsgeschichten. Mit 66 Illustrationen nach Vasenbildern. Zürich Rhein-Verlag 1951. 312 S. Erstausgabe. OLn. Sehr gut.",high,f,Author name may need accent correction: Kerényi is the standard spelling for this Hungarian-born classical philologist,f,t,,2026-01-26 19:56:38.614712
1028,griechenland_140_6_10,"KLASSISCHE AUTOREN DER ANTIKE. Literarische Porträts von Homer bis Boethius. Von Bernhard Kytzler, Joachim Latacz und Klaus Sallmann. Herausgegeben von Bernhard Kytzler. Frankfurt Insel 1992. 580 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
1029,griechenland_144_6_10,"LEHMANN, Gustav Adolf. Demosthenes von Athen. Ein Leben für die Freiheit Biographie. München Beck 2004. 284 S. Mit 7 Abbildungen und 3 Karten. OLn.m.OU. Verlagsfrisch.",high,f,,f,f,,2026-01-26 19:56:38.614712
1030,griechenland_145_6_10,"LEHMANN, Gustav Adolf. Perikles. Staatsmann und Stratege im klassischen Athen. Eine Biographie. München Beck 2008. 367 S. Mit 6 Karten und 14 Abbildungen. OPb.m.OU. Verlagsfrisch",high,f,,f,t,,2026-01-26 19:56:38.614712
1031,griechenland_147_6_10,"LIPPOLD, Adolf. Theodosius der Große und seine Zeit. Stuttgart Kohlhammer 1968. 158 S. Urban Taschenbücher.",high,f,,f,f,,2026-01-26 19:56:38.614712
1032,griechenland_149_6_10,"MAASS, Michael. Das antike Delphi. Originalausgabe. Mit 25 Zeichnungen, Abb. und Kartenskizzen . München Beck 2007. 128 S. bsr 2431",high,f,,f,t,,2026-01-26 19:56:38.614712
1033,griechenland_151_7_10,"MALTESO, Georg Themistokles. Eleusis und die Mysterien. Kaiserslautern 1956. 30 S. 23 Abb. und 1 Faltplan. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
1034,griechenland_152_7_10,"MANN, Christian. Die Gladiatoren. Originalausgabe. Mit 14 Abb. und einer Karte. München Beck 2013. 119 S. BSR 2772.",high,f,,f,f,,2026-01-26 19:56:38.614712
1035,griechenland_154_7_10,"MAYOR, Adrienne. Pontisches Gift. Die Legende von Mithridates Roms größtem Feind A.d.Engl. Stuttgart Theiss 2011. Mit zahlr. Abb. OPbd.m.OU und Lesebändchen.",high,f,,f,f,,2026-01-26 19:56:38.614712
1036,griechenland_155_7_10,"MEIER, Christian. Und Paul VEYNE: Kannten die Griechen die Demokratie? Zwei Studien. Berlin Wagenbach 1988. 94 S. OBrosch.",high,f,,f,f,,2026-01-26 19:56:38.614712
1037,griechenland_159_7_10,"MÜLLER, Werner. Die heilige Stadt. Roma quadrata, himmlisches Jerusalem und die Mythe vom Weltnabel. Mit zahlr. Abb. i. Text und auf 20 Taf. Stuttgart Kohlhammer 1961. 304 S. OLn. m. OU. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
1038,griechenland_162_7_10,OLYMPISCHE LEGENDEN. Geschichten aus dem antiken Olympia. Von Hubert Ortkemper. Farbig illustriert von Rolf Köhler. Frankfurt Insel 1996. 260 S. it 1828,high,f,,f,f,,2026-01-26 19:56:38.614712
1039,griechenland_166_7_10,OVID. Niklas Holzberg: Ovids Metamorphosen. Originalausgabe. München Beck 2007. 128 S. bsr 2421,high,f,,f,f,,2026-01-26 19:56:38.614712
1040,griechenland_170_7_10,PLASTIK DER ETRUSKER. 42 Abbildungen. Aufnahmen von Walter Dräyer. Nachwort von Armin Kesser. München Piper 1963. 57 S. OPbd. Piper-Bücherei 143.,high,f,,f,f,,2026-01-26 19:56:38.614712
1041,griechenland_171_7_10,PLATON. Ernst Hoffmann: Platon Eine Einführung in sein Philosophieren. Reinbek Rowohlt 1961. 171 S. rde 142 2 Ex,high,f,,f,f,,2026-01-26 19:56:38.614712
1042,griechenland_172_7_10,PLATON. Michael Erler: Platon Originalausgabe München Beck 2006. 252 S. bsr Denker 573.,high,f,,f,f,,2026-01-26 19:56:38.614712
1043,griechenland_173_7_10,PLATON. Alexandre Koyre: Vergnügen bei Platon. A.d.Französ und mit einem Nachwort von Horst Günther. Berlin Wagenbach 1997. 159 S. WAT 285,high,f,,f,f,,2026-01-26 19:56:38.614712
1044,griechenland_174_7_10,PLATON. Michael Bordt: Platon. Originalausgabe. Freiburg Herder 192 S. Herder/Spektrum. TB,medium,f,"Entry structure suggests Michael Bordt is the author of a book about Platon (Plato), which is consistent with known academic works on classical philosophy",f,f,,2026-01-26 19:56:38.614712
1045,griechenland_175_8_10,PLOTIN. Jens Halfwassen: Plotin und der Neuplatonismus. Originalausgabe München Beck 2004. 199 S. bsr 570,high,f,,f,f,,2026-01-26 19:56:38.614712
